"initial_alias","converted_alias","name","description","namespace"
"YHR073W","P38713","OSH3","Member of an oxysterol-binding protein family; this family has seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability; contains FFAT motif; interacts with ER anchor Scs2p at patches at the plasma membrane; regulated by sterol binding [Source:SGD;Acc:S000001115]","ENSG,ENSP"
"YBL103C","P38165","RTG3","bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein, Rtg1p, to activate the pathways; target of Hog1p [Source:SGD;Acc:S000000199]","ENSG,ENSP"
"YGR004W","P53203","PEX31","Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex30p and Pex32p; probably acts at a step downstream of steps mediated by Pex28p and Pex29p; PEX31 has a paralog, PEX30, that arose from the whole genome duplication [Source:SGD;Acc:S000003236]","ENSG,ENSP"
"YMR010W","Q03687","ANY1","Putative protein of unknown function; null allele suppresses the lethality of neo1 and dop1 null alleles, as well as the growth defect of a mon2 null allele, and the cold sensitivity of a drs2 null; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the cytoplasm and endoplasmic reticulum in HTP studies; non-essential gene [Source:SGD;Acc:S000004612]","ENSG,ENSP"
"YDR464W","P38904","SPP41","Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000002872]","ENSG,ENSP"
"YDL120W","Q07540","YFH1","Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog FXN is mutated in Friedrich's ataxia; human FTL gene can complement yeast yfh1 null mutant [Source:SGD;Acc:S000002278]","ENSG,ENSP"
"YCR066W","P10862","RAD18","E3 ubiquitin ligase; forms heterodimer with Rad6p to monoubiquitinate PCNA-K164; heterodimer binds single-stranded DNA and has single-stranded DNA dependent ATPase activity; required for postreplication repair; SUMO-targeted ubiquitin ligase (STUbl) that contains a SUMO-interacting motif (SIM) which stimulates its ubiquitin ligase activity towards the sumoylated form of PCNA [Source:SGD;Acc:S000000662]","ENSG,ENSP"
"YNR069C","P53755","BSC5","Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro [Source:SGD;Acc:S000005352]","ENSG,ENSP"
"YPR022C","Q12139","SDD4","Putative transcription factor, as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P [Source:SGD;Acc:S000006226]","ENSG,ENSP"
"YDR257C","Q12504","RKM4","Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein [Source:SGD;Acc:S000002665]","ENSG,ENSP"
"YOR177C","Q08550","MPC54","Component of the meiotic outer plaque; a membrane-organizing center which is assembled on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane; potential Cdc28p substrate [Source:SGD;Acc:S000005703]","ENSG,ENSP"
"YHR034C","P38768","PIH1","Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II [Source:SGD;Acc:S000001076]","ENSG,ENSP"
"YBR280C","P38352","SAF1","F-Box protein involved in proteasome-dependent degradation of Aah1p; involved in proteasome-dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1 [Source:SGD;Acc:S000000484]","ENSG,ENSP"
"YGL023C","P53191","PIB2","Protein of unknown function; contains FYVE domain; similar to Fab1 and Vps27 [Source:SGD;Acc:S000002991]","ENSG,ENSP"
"YDR280W","Q05636","RRP45","Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9); protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002688]","ENSG,ENSP"
"YDR313C","Q06651","PIB1","RING-type ubiquitin ligase of the endosomal and vacuolar membranes; binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domain [Source:SGD;Acc:S000002721]","ENSG,ENSP"
"YHR031C","P38766","RRM3","DNA helicase involved in rDNA replication and Ty1 transposition; binds to and suppresses DNA damage at G4 motifs in vivo; relieves replication fork pauses at telomeric regions; structurally and functionally related to Pif1p [Source:SGD;Acc:S000001073]","ENSG,ENSP"
"YCL012C","Q8J0M4","YCL012C","Protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; orthologs are present in S. bayanus, S. paradoxus and Ashbya gossypii; YCL012C is not an essential gene [Source:SGD;Acc:S000029705]","ENSG,ENSP,ENTREZGENE,SGD_GENE"
"YJR019C","P41903","TES1","Peroxisomal acyl-CoA thioesterase; likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids [Source:SGD;Acc:S000003780]","ENSG,ENSP"
"YMR310C","Q04867","YMR310C","Putative methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; not an essential gene; YMR310C has a paralog, YGR283C, that arose from the whole genome duplication [Source:SGD;Acc:S000004927]","ENSG,ENSP"
"YLL015W","P14772","BPT1","ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p [Source:SGD;Acc:S000003938]","ENSG,ENSP"
"YDR229W","Q04934","IVY1","Phospholipid-binding protein that interacts with both Ypt7p and Vps33p; may partially counteract the action of Vps33p and vice versa, localizes to the rim of the vacuole as cells approach stationary phase [Source:SGD;Acc:S000002637]","ENSG,ENSP"
"YER003C","P29952","PMI40","Mannose-6-phosphate isomerase; catalyzes the interconversion of fructose-6-P and mannose-6-P; required for early steps in protein mannosylation [Source:SGD;Acc:S000000805]","ENSG,ENSP"
"YBR211C","P38313","AME1","Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000000415]","ENSG,ENSP"
"YLR350W","Q06144","ORM2","Protein that mediates sphingolipid homeostasis; evolutionarily conserved, required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog, ORM1, that arose from the whole genome duplication [Source:SGD;Acc:S000004342]","ENSG,ENSP"
"YNR019W","P53629","ARE2","Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen; ARE2 has a paralog, ARE1, that arose from the whole genome duplication [Source:SGD;Acc:S000005302]","ENSG,ENSP"
"YOR319W","Q99181","HSH49","U2-snRNP associated splicing factor; similar to the mammalian splicing factor SAP49; proposed to function as a U2-snRNP assembly factor along with Hsh155p and binding partner Cus1p; contains two RNA recognition motifs (RRM) [Source:SGD;Acc:S000005846]","ENSG,ENSP"
"YDR368W","Q12458","YPR1","NADPH-dependent aldo-keto reductase; reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress; functionally redundant with other aldo-keto reductases; protein abundance increases in response to DNA replication stress; YPR1 has a paralog, GCY1, that arose from the whole genome duplication; human homolog AKR1B1 can complement yeast null mutant [Source:SGD;Acc:S000002776]","ENSG,ENSP"
"YMR015C","P54781","ERG5","C-22 sterol desaturase; a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis; may be a target of azole antifungal drugs [Source:SGD;Acc:S000004617]","ENSG,ENSP"
"YJL071W","P40360","ARG2","Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p [Source:SGD;Acc:S000003607]","ENSG,ENSP"
"YDR232W","P09950","HEM1","5-aminolevulinate synthase; catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p; has a pyridoxal phosphate cofactor whose insertion is mediated by Mcx1p [Source:SGD;Acc:S000002640]","ENSG,ENSP"
"YLR438W","P07991","CAR2","L-ornithine transaminase (OTAse); catalyzes the second step of arginine degradation, expression is dually-regulated by allophanate induction and a specific arginine induction process; not nitrogen catabolite repression sensitive; protein abundance increases in response to DNA replication stress; human homolog OAT complements yeast null mutant [Source:SGD;Acc:S000004430]","ENSG,ENSP"
"YPL243W","P38687","SRP68","Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress [Source:SGD;Acc:S000006164]","ENSG,ENSP"
"YAL021C","P31384","CCR4","Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening [Source:SGD;Acc:S000000019]","ENSG,ENSP"
"YOR217W","P38630","RFC1","Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon [Source:SGD;Acc:S000005743]","ENSG,ENSP"
"YKL160W","P36053","ELF1","Transcription elongation factor with a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression [Source:SGD;Acc:S000001643]","ENSG,ENSP"
"YDR460W","Q03290","TFB3","Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit [Source:SGD;Acc:S000002868]","ENSG,ENSP"
"YDR211W","P32501","GCD6","Catalytic epsilon subunit of the translation initiation factor eIF2B; eIF2B is the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression; forms cytoplasmic foci upon DNA replication stress [Source:SGD;Acc:S000002619]","ENSG,ENSP"
"YDL121C","Q07541","YDL121C","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDL121C is not an essential protein [Source:SGD;Acc:S000002279]","ENSG,ENSP"
"YJR068W","P40348","RFC2","Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon [Source:SGD;Acc:S000003829]","ENSG,ENSP"
"YGL186C","P53099","TPN1","Plasma membrane pyridoxine (vitamin B6) transporter; member of the purine-cytosine permease subfamily within the major facilitator superfamily; proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p [Source:SGD;Acc:S000003154]","ENSG,ENSP"
"YPL146C","Q12080","NOP53","Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p and with the nucleolar proteins Nop17p and Nip7p; null mutant is viable but growth is severely impaired [Source:SGD;Acc:S000006067]","ENSG,ENSP"
